date,sales,profit,discount,quantity,region,category,segment,day_of_week,month,year,is_weekend,is_holiday_season,customers,sales_lag_1,sales_lag_7,sales_lag_30,sales_rolling_7,sales_rolling_30
2022-11-06,5968.458,-2647.2325,0.2785714285714286,58,East,Office Supplies,Consumer,6,11,2022,1,1,58,1689.882,1944.0410000000002,2032.203,2854.337142857143,2904.010166666667
2022-11-07,2398.645,389.0339,0.1392857142857143,47,Central,Office Supplies,Consumer,0,11,2022,0,1,47,5968.458,1721.05,3995.22,2951.1364285714285,2850.7909999999997
2022-11-08,5584.414000000001,506.3369,0.16428571428571428,38,West,Office Supplies,Consumer,1,11,2022,0,1,38,2398.645,2688.281,8838.064,3364.869714285715,2742.3360000000002
2022-11-09,2798.502,566.5544,0.07857142857142858,49,West,Office Supplies,Consumer,2,11,2022,0,1,49,5584.414000000001,2935.472,1765.0859999999998,3345.3025714285714,2776.7832
2022-11-10,2753.1459999999997,315.10420000000005,0.17142857142857143,50,Central,Office Supplies,Consumer,3,11,2022,0,1,50,2798.502,1472.2359999999999,2702.684,3528.289714285714,2778.4652666666666
2022-11-11,1248.696,94.6573,0.1357142857142857,59,West,Office Supplies,Consumer,4,11,2022,0,1,59,2753.1459999999997,3504.9809999999998,2222.97,3205.9632857142856,2745.9894666666664
2022-11-12,2179.6112,306.32779999999997,0.07285714285714286,59,West,Office Supplies,Consumer,5,11,2022,1,1,59,1248.696,1689.882,1227.548,3275.9246,2777.724906666667
2022-11-13,3113.434,826.4386,0.17142857142857146,53,Central,Office Supplies,Corporate,6,11,2022,1,1,53,2179.6112,5968.458,3944.018,2868.0640285714285,2750.0387733333337
2022-11-14,3413.664,317.0044,0.08571428571428573,50,West,Office Supplies,Consumer,0,11,2022,0,1,50,3113.434,2398.645,1724.566,3013.0667428571433,2806.34204
2022-11-15,19241.61,8763.6255,0.1285714285714286,56,Central,Office Supplies,Consumer,1,11,2022,0,1,56,3413.664,5584.414000000001,2205.986,4964.0947428571435,3374.196173333333
2022-11-16,1331.636,191.1269,0.13571428571428573,58,West,Office Supplies,Consumer,2,11,2022,0,1,58,19241.61,2798.502,2322.125,4754.5424571428575,3341.1798733333335
2022-11-17,2041.205,545.8524,0.07857142857142858,65,East,Office Supplies,Consumer,3,11,2022,0,1,65,1331.636,2753.1459999999997,3099.102,4652.8366000000005,3305.91664
2022-11-18,8120.2300000000005,720.5453000000001,0.13571428571428573,77,West,Furniture,Consumer,4,11,2022,0,1,77,2041.205,1248.696,5862.744,5634.484314285714,3381.1661733333335
2022-11-19,3836.951,-467.30660000000006,0.13571428571428573,43,South,Office Supplies,Consumer,5,11,2022,1,1,43,8120.2300000000005,2179.6112,2225.609,5871.247142857143,3434.877573333333
2022-11-20,1804.352,321.53679999999997,0.12142857142857143,61,East,Office Supplies,Corporate,6,11,2022,1,1,61,3836.951,3113.434,2620.978,5684.235428571429,3407.656706666667
2022-11-21,3454.578,-213.8052,0.27142857142857146,49,Central,Office Supplies,Consumer,0,11,2022,0,1,49,1804.352,3413.664,2293.428,5690.080285714286,3446.361706666667
2022-11-22,2780.719,134.972,0.17500000000000002,54,East,Office Supplies,Consumer,1,11,2022,0,1,54,3454.578,19241.61,1415.934,3338.524428571429,3491.85454
2022-11-23,3535.434,372.483,0.24285714285714285,52,Central,Office Supplies,Consumer,2,11,2022,0,1,52,2780.719,1331.636,2678.11,3653.352714285715,3520.432006666667
2022-11-24,770.396,55.6288,0.07857142857142858,45,East,Office Supplies,Corporate,3,11,2022,0,1,45,3535.434,2041.205,1251.186,3471.808571428572,3504.405673333333
2022-11-25,2531.0339999999997,130.3876,0.1142857142857143,50,West,Office Supplies,Consumer,4,11,2022,0,1,50,770.396,8120.2300000000005,3663.778,2673.3520000000003,3466.64754
2022-11-26,3729.141,1207.2969,0.25,45,West,Office Supplies,Consumer,5,11,2022,1,1,45,2531.0339999999997,3836.951,1144.992,2657.950571428572,3552.78584
2022-11-27,2533.8889999999997,290.28200000000004,0.12142857142857144,58,West,Office Supplies,Consumer,6,11,2022,1,1,58,3729.141,1804.352,7018.522,2762.170142857143,3403.298073333333
2022-11-28,2008.636,-141.21839999999997,0.17857142857142858,57,Central,Office Supplies,Consumer,0,11,2022,0,1,57,2533.8889999999997,3454.578,973.254,2555.6070000000004,3437.8108066666664
2022-11-29,2889.3469999999998,161.2671,0.2571428571428572,55,Central,Office Supplies,Consumer,1,11,2022,0,1,55,2008.636,2780.719,1944.0410000000002,2571.1252857142863,3469.3210066666666
2022-11-30,4394.756,-144.68169999999998,0.1142857142857143,43,West,Office Supplies,Consumer,2,11,2022,0,1,43,2889.3469999999998,3535.434,1721.05,2693.8855714285714,3558.44454
2022-12-01,1730.914,325.8256,0.17142857142857143,52,Central,Office Supplies,Consumer,3,12,2022,0,1,52,4394.756,770.396,2688.281,2831.102428571429,3526.532306666667
2022-12-02,1934.068,484.6528,0.12142857142857143,55,West,Office Supplies,Consumer,4,12,2022,0,1,55,1730.914,2531.0339999999997,2935.472,2745.821571428572,3493.1521733333334
2022-12-03,6755.804,1968.4094999999998,0.08571428571428572,58,East,Office Supplies,Consumer,5,12,2022,1,1,58,1934.068,3729.141,1472.2359999999999,3178.2020000000007,3669.271106666667
2022-12-04,3380.5699999999997,477.0545,0.17857142857142858,55,East,Office Supplies,Corporate,6,12,2022,1,1,55,6755.804,2533.8889999999997,3504.9809999999998,3299.1564285714294,3665.1240733333334
2022-12-05,2990.31,356.7647,0.15,58,Central,Office Supplies,Consumer,0,12,2022,0,1,58,3380.5699999999997,2008.636,1689.882,3439.395571428572,3708.471673333333
2022-12-06,6135.234,86.67610000000002,0.18571428571428572,66,East,Office Supplies,Consumer,1,12,2022,0,1,66,2990.31,2889.3469999999998,5968.458,3903.0937142857147,3714.0308733333336
2022-12-07,1576.548,430.2321,0.15,36,Central,Office Supplies,Consumer,2,12,2022,0,1,36,6135.234,4394.756,2398.645,3500.492571428572,3686.62764
2022-12-08,6205.674,-574.3561,0.16428571428571428,48,East,Office Supplies,Consumer,3,12,2022,0,1,48,1576.548,1730.914,5584.414000000001,4139.744000000001,3707.3363066666666
2022-12-09,2451.566,482.54609999999997,0.1285714285714286,55,West,Furniture,Consumer,4,12,2022,0,1,55,6205.674,1934.068,2798.502,4213.672285714286,3695.7717733333334
2022-12-10,3321.168,-617.195,0.15,59,East,Office Supplies,Consumer,5,12,2022,1,1,59,2451.566,6755.804,2753.1459999999997,3723.0100000000007,3714.70584
2022-12-11,3941.246,817.0004,0.1642857142857143,46,West,Office Supplies,Consumer,6,12,2022,1,1,46,3321.168,3380.5699999999997,1248.696,3803.106571428572,3804.4575066666666
2022-12-12,4097.626,537.3854,0.12142857142857144,62,East,Office Supplies,Corporate,0,12,2022,0,1,62,3941.246,2990.31,2179.6112,3961.2945714285715,3868.3913333333335
2022-12-13,2495.038,148.0177,0.18571428571428572,48,South,Office Supplies,Consumer,1,12,2022,0,1,48,4097.626,6135.234,3113.434,3441.2665714285718,3847.7781333333332
2022-12-14,2096.448,-1006.5602,0.2285714285714286,55,West,Office Supplies,Consumer,2,12,2022,0,1,55,2495.038,1576.548,3413.664,3515.5380000000005,3803.8709333333336
2022-12-15,5981.772,-229.0298,0.18571428571428572,51,Central,Office Supplies,Corporate,3,12,2022,0,1,51,2096.448,6205.674,19241.61,3483.552,3361.8763333333336
2022-12-16,1849.1879999999999,320.0643,0.12142857142857144,52,East,Office Supplies,Corporate,4,12,2022,0,1,52,5981.772,2451.566,1331.636,3397.4980000000005,3379.128066666666
2022-12-17,2377.0879999999997,344.2683,0.15714285714285717,47,Central,Office Supplies,Consumer,5,12,2022,1,1,47,1849.1879999999999,3321.168,2041.205,3262.629428571429,3390.3241666666668
2022-12-18,3205.524,858.5003,0.1357142857142857,60,Central,Office Supplies,Consumer,6,12,2022,1,1,60,2377.0879999999997,3941.246,8120.2300000000005,3157.5262857142866,3226.5006333333336
2022-12-19,2629.8968,216.3119,0.1442857142857143,49,East,Office Supplies,Consumer,0,12,2022,0,1,49,3205.524,4097.626,3836.951,2947.850685714286,3186.265493333333
2022-12-20,827.005,190.9649,0.21428571428571427,62,East,Office Supplies,Corporate,1,12,2022,0,1,62,2629.8968,2495.038,1804.352,2709.5602571428576,3153.6872599999997
2022-12-21,2643.807,183.38479999999998,0.2357142857142857,64,East,Office Supplies,Consumer,2,12,2022,0,1,64,827.005,2096.448,3454.578,2787.7544000000003,3126.66156
2022-12-22,1333.7240000000002,245.36360000000002,0.1285714285714286,53,West,Office Supplies,Consumer,3,12,2022,0,1,53,2643.807,5981.772,2780.719,2123.7475428571433,3078.4283933333336
2022-12-23,1880.066,-310.5912,0.2642857142857143,57,Central,Office Supplies,Consumer,4,12,2022,0,1,57,1333.7240000000002,1849.1879999999999,3535.434,2128.158685714286,3023.24946
2022-12-24,10037.496,2907.5151,0.18571428571428572,56,Central,Office Supplies,Consumer,5,12,2022,1,1,56,1880.066,2377.0879999999997,770.396,3222.5026857142866,3332.1527933333336
2022-12-25,1985.937,262.3292,0.2285714285714286,55,East,Office Supplies,Consumer,6,12,2022,1,1,55,10037.496,3205.524,2531.0339999999997,3048.2759714285717,3313.9828933333333
2022-12-26,1199.828,189.58679999999998,0.13571428571428573,49,East,Office Supplies,Consumer,0,12,2022,0,1,49,1985.937,2629.8968,3729.141,2843.9804285714295,3229.6724600000002
2022-12-27,1654.942,423.58590000000004,0.14285714285714285,59,West,Office Supplies,Consumer,1,12,2022,0,1,59,1199.828,827.005,2533.8889999999997,2962.257142857143,3200.374226666667
2022-12-28,4757.63,565.1095,0.27142857142857146,69,East,Office Supplies,Consumer,2,12,2022,0,1,69,1654.942,2643.807,2008.636,3264.2318571428573,3292.0073600000005
2022-12-29,1448.804,81.60409999999999,0.1142857142857143,48,East,Office Supplies,Consumer,3,12,2022,0,1,48,4757.63,1333.7240000000002,2889.3469999999998,3280.6718571428573,3243.98926
2022-12-30,3346.498,-828.9641999999999,0.1285714285714286,54,East,Office Supplies,Corporate,4,12,2022,0,1,54,1448.804,1880.066,4394.756,3490.162142857144,3209.047326666667
2022-12-31,2104.07,-85.88099999999999,0.14285714285714285,54,West,Office Supplies,Consumer,5,12,2022,1,1,54,3346.498,10037.496,1730.914,2356.8155714285717,3221.48586
2023-01-01,2461.656,-32.9622,0.09999999999999999,43,East,Office Supplies,Consumer,6,1,2023,1,0,43,2104.07,1985.937,1934.068,2424.775428571429,3239.0721266666665
2023-01-02,3293.826,504.884,0.14285714285714285,62,Central,Office Supplies,Consumer,0,1,2023,0,0,62,2461.656,1199.828,6755.804,2723.9180000000006,3123.6728599999997
2023-01-03,3249.2729999999997,240.6657,0.16785714285714287,55,Central,Office Supplies,Consumer,1,1,2023,0,0,55,3293.826,1654.942,3380.5699999999997,2951.679571428572,3119.2962933333333
2023-01-04,4018.234,1089.5273,0.12142857142857144,50,West,Office Supplies,Consumer,2,1,2023,0,0,50,3249.2729999999997,4757.63,2990.31,2846.051571428572,3153.5604266666664
2023-01-05,6026.926,1206.3309,0.17142857142857143,52,West,Office Supplies,Consumer,3,1,2023,0,0,52,4018.234,1448.804,6135.234,3500.0690000000004,3149.95016
2023-01-06,1870.6,222.68400000000003,0.12857142857142856,51,West,Office Supplies,Consumer,4,1,2023,0,0,51,6026.926,3346.498,1576.548,3289.226428571429,3159.751893333333
2023-01-07,1992.5420000000001,311.2108,0.25,46,West,Office Supplies,Corporate,5,1,2023,1,0,46,1870.6,2104.07,6205.674,3273.2938571428576,3019.31416
2023-01-08,3473.0499999999997,851.7452999999999,0.05714285714285715,56,East,Office Supplies,Consumer,6,1,2023,1,0,56,1992.5420000000001,2461.656,2451.566,3417.778714285715,3053.3636266666663
2023-01-09,2279.843,225.42889999999997,0.2714285714285714,38,East,Office Supplies,Consumer,0,1,2023,0,0,38,3473.0499999999997,3293.826,3321.168,3272.9240000000004,3018.6527933333336
2023-01-10,4804.4710000000005,778.3525,0.2357142857142857,61,West,Office Supplies,Consumer,1,1,2023,0,0,61,2279.843,3249.2729999999997,3941.246,3495.0951428571434,3047.42696
2023-01-11,1215.694,273.0736,0.028571428571428574,51,West,Office Supplies,Consumer,2,1,2023,0,0,51,4804.4710000000005,4018.234,4097.626,3094.7322857142863,2951.36256
2023-01-12,2037.532,83.89379999999998,0.11428571428571428,53,West,Office Supplies,Consumer,3,1,2023,0,0,53,1215.694,6026.926,2495.038,2524.8188571428577,2936.11236
2023-01-13,4141.85,828.1788,0.19285714285714287,50,Central,Office Supplies,Consumer,4,1,2023,0,0,50,2037.532,1870.6,2096.448,2849.2831428571435,3004.2924266666664
2023-01-14,1859.4279999999999,-190.97159999999997,0.18571428571428572,53,East,Office Supplies,Consumer,5,1,2023,1,0,53,4141.85,1992.5420000000001,5981.772,2830.2668571428576,2866.88096
2023-01-15,1815.1599999999999,330.2497,0.15,33,West,Office Supplies,Consumer,6,1,2023,1,0,33,1859.4279999999999,3473.0499999999997,1849.1879999999999,2593.425428571429,2865.7466933333335
2023-01-16,2718.566,550.9567,0.10714285714285714,54,South,Office Supplies,Consumer,0,1,2023,0,0,54,1815.1599999999999,2279.843,2377.0879999999997,2656.1001428571435,2877.1292933333334
2023-01-17,1856.3259999999998,418.74420000000003,0.19999999999999998,53,East,Office Supplies,Consumer,1,1,2023,0,0,53,2718.566,4804.4710000000005,3205.524,2234.936571428572,2832.156026666666
2023-01-18,1950.906,320.3048,0.09285714285714286,52,West,Office Supplies,Consumer,2,1,2023,0,0,52,1856.3259999999998,1215.694,2629.8968,2339.9668571428574,2809.5229999999997
2023-01-19,4697.178,226.00789999999998,0.17142857142857143,49,West,Office Supplies,Corporate,3,1,2023,0,0,49,1950.906,2037.532,827.005,2719.9162857142865,2938.528766666667
2023-01-20,3892.878,-218.10500000000005,0.14285714285714285,68,East,Office Supplies,Consumer,4,1,2023,0,0,68,4697.178,4141.85,2643.807,2684.3488571428575,2980.164466666667
2023-01-21,1833.0900000000001,300.7885,0.13571428571428573,65,Central,Office Supplies,Consumer,5,1,2023,1,0,65,3892.878,1859.4279999999999,1333.7240000000002,2680.586285714286,2996.81
2023-01-22,1794.49,383.5192,0.1142857142857143,42,West,Office Supplies,Corporate,6,1,2023,1,0,42,1833.0900000000001,1815.1599999999999,1880.066,2677.6334285714292,2993.9574666666663
2023-01-23,3272.828,748.6846,0.07142857142857142,76,East,Office Supplies,Consumer,0,1,2023,0,0,76,1794.49,2718.566,10037.496,2756.813714285715,2768.468533333333
2023-01-24,6304.262,1547.7875000000001,0.1142857142857143,48,West,Furniture,Consumer,1,1,2023,0,0,48,3272.828,1856.3259999999998,1985.937,3392.233142857144,2912.4127000000003
2023-01-25,3028.456,648.9508,0.1,57,West,Office Supplies,Corporate,2,1,2023,0,0,57,6304.262,1950.906,1199.828,3546.1688571428576,2973.3669666666665
2023-01-26,3669.824,714.9036,0.1285714285714286,57,East,Office Supplies,Consumer,3,1,2023,0,0,57,3028.456,4697.178,1654.942,3399.404000000001,3040.5297
2023-01-27,1079.756,168.01770000000002,0.2,55,Central,Office Supplies,Consumer,4,1,2023,0,0,55,3669.824,3892.878,4757.63,2997.5294285714294,2917.9338999999995
2023-01-28,1633.356,343.6648,0.17857142857142858,48,West,Office Supplies,Consumer,5,1,2023,1,0,48,1079.756,1833.0900000000001,1448.804,2968.9960000000005,2924.0856333333336
2023-01-29,6226.528,2073.0584,0.13571428571428573,56,East,Office Supplies,Consumer,6,1,2023,1,0,56,1633.356,1794.49,3346.498,3602.144285714286,3020.0866333333333
2023-01-30,4124.146,751.3671,0.15,51,East,Office Supplies,Consumer,0,1,2023,0,0,51,6226.528,3272.828,2104.07,3723.7611428571436,3087.4225
2023-01-31,4390.639999999999,1550.7597,0.1,43,West,Office Supplies,Consumer,1,1,2023,0,0,43,4124.146,6304.262,2461.656,3450.386571428572,3151.7219666666665
2023-02-01,3203.708,575.8729999999999,0.17142857142857146,46,East,Office Supplies,Consumer,2,2,2023,0,0,46,4390.639999999999,3028.456,3293.826,3475.4225714285717,3148.718033333333
2023-02-02,3093.246,604.1614000000001,0.08571428571428573,30,East,Office Supplies,Consumer,3,2,2023,0,0,30,3203.708,3669.824,3249.2729999999997,3393.054285714286,3143.5171333333333
2023-02-03,3180.82,101.11799999999997,0.27142857142857146,45,Central,Office Supplies,Consumer,4,2,2023,0,0,45,3093.246,1079.756,4018.234,3693.206285714286,3115.6033333333335
2023-02-04,4253.012,353.1766,0.09285714285714286,67,West,Office Supplies,Consumer,5,2,2023,1,0,67,3180.82,1633.356,6026.926,4067.4428571428575,3056.4728666666665
2023-02-05,1834.7330000000002,452.0005,0.04642857142857143,47,South,Office Supplies,Consumer,6,2,2023,1,0,47,4253.012,6226.528,1870.6,3440.043571428572,3055.2773
2023-02-06,2657.244,138.62699999999998,0.17857142857142858,58,West,Office Supplies,Consumer,0,2,2023,0,0,58,1834.7330000000002,4124.146,1992.5420000000001,3230.486142857143,3077.4340333333334
2023-02-07,2355.205,78.0345,0.125,61,West,Office Supplies,Consumer,1,2,2023,0,0,61,2657.244,4390.639999999999,3473.0499999999997,2939.709714285715,3040.1725333333334
2023-02-08,1159.103,-136.88329999999996,0.1464285714285714,51,East,Office Supplies,Consumer,2,2,2023,0,0,51,2355.205,3203.708,2279.843,2647.6232857142863,3002.8145333333327
2023-02-09,4033.3520000000003,842.9473,0.1142857142857143,65,Central,Technology,Consumer,3,2,2023,0,0,65,1159.103,3093.246,4804.4710000000005,2781.9241428571436,2977.110566666667
2023-02-10,2327.292,105.6888,0.1142857142857143,54,West,Office Supplies,Consumer,4,2,2023,0,0,54,4033.3520000000003,3180.82,1215.694,2659.9915714285717,3014.163833333333
2023-02-11,3295.4680000000003,463.086,0.2214285714285714,54,East,Office Supplies,Consumer,5,2,2023,1,0,54,2327.292,4253.012,2037.532,2523.199571428572,3056.095033333333
2023-02-12,1898.6779999999999,204.91219999999998,0.1285714285714286,49,Central,Office Supplies,Consumer,6,2,2023,1,0,49,3295.4680000000003,1834.7330000000002,4141.85,2532.334571428572,2981.3226333333337
2023-02-13,3001.519,67.98139999999998,0.18571428571428572,66,East,Office Supplies,Consumer,0,2,2023,0,0,66,1898.6779999999999,2657.244,1859.4279999999999,2581.516714285715,3019.3923333333337
2023-02-14,2483.575,326.1458,0.18571428571428572,57,West,Office Supplies,Corporate,1,2,2023,0,0,57,3001.519,2355.205,1815.1599999999999,2599.8552857142863,3041.672833333333
2023-02-15,2055.148,89.26140000000001,0.17857142857142858,58,Central,Office Supplies,Consumer,2,2,2023,0,0,58,2483.575,1159.103,2718.566,2727.861714285715,3019.5588999999995
2023-02-16,2307.444,696.0447,0.1142857142857143,49,West,Office Supplies,Corporate,3,2,2023,0,0,49,2055.148,4033.3520000000003,1856.3259999999998,2481.303428571429,3034.596166666667
2023-02-17,2538.95,685.5697,0.17142857142857146,47,Central,Office Supplies,Consumer,4,2,2023,0,0,47,2307.444,2327.292,1950.906,2511.5402857142863,3054.1976333333337
2023-02-18,3353.8740000000003,-109.6348,0.2,51,Central,Office Supplies,Consumer,5,2,2023,1,0,51,2538.95,3295.4680000000003,4697.178,2519.8840000000005,3009.420833333333
2023-02-19,1619.616,336.346,0.1142857142857143,49,West,Office Supplies,Consumer,6,2,2023,1,0,49,3353.8740000000003,1898.6779999999999,3892.878,2480.0180000000005,2933.645433333333
2023-02-20,1732.67,31.978200000000005,0.21428571428571427,53,Central,Office Supplies,Consumer,0,2,2023,0,0,53,1619.616,3001.519,1833.0900000000001,2298.7538571428577,2930.2981
2023-02-21,1649.846,302.50570000000005,0.1285714285714286,70,Central,Office Supplies,Corporate,1,2,2023,0,0,70,1732.67,2483.575,1794.49,2179.6497142857147,2925.476633333333
2023-02-22,2934.864,949.7425999999999,0.10714285714285714,61,West,Office Supplies,Consumer,2,2,2023,0,0,61,1649.846,2055.148,3272.828,2305.3234285714293,2914.2111666666665
2023-02-23,3884.28,-541.6553,0.18571428571428572,58,West,Office Supplies,Consumer,3,2,2023,0,0,58,2934.864,2307.444,6304.262,2530.5857142857144,2833.5451
2023-02-24,14654.504,5705.7009,0.1142857142857143,60,South,Office Supplies,Consumer,4,2,2023,0,0,60,3884.28,2538.95,3028.456,4261.379142857143,3221.0800333333336
2023-02-25,2280.786,69.50420000000001,0.18571428571428572,46,East,Office Supplies,Consumer,5,2,2023,1,0,46,14654.504,3353.8740000000003,3669.824,4108.080857142858,3174.778766666667
2023-02-26,2370.699,-95.93419999999999,0.25,50,Central,Office Supplies,Corporate,6,2,2023,1,0,50,2280.786,1619.616,1079.756,4215.378428571429,3217.8102
2023-02-27,2408.727,319.487,0.1392857142857143,65,West,Office Supplies,Consumer,0,2,2023,0,0,65,2370.699,1732.67,1633.356,4311.9580000000005,3243.6559
2023-02-28,2076.9492,330.90479999999997,0.13,46,East,Office Supplies,Consumer,1,2,2023,0,0,46,2408.727,1649.846,6226.528,4372.972742857143,3105.3366066666663
2023-03-01,5031.884,510.1667000000001,0.14285714285714285,40,West,Office Supplies,Consumer,2,3,2023,0,0,40,2076.9492,2934.864,4124.146,4672.54702857143,3135.59454
2023-03-02,1976.0700000000002,479.26009999999997,0.09285714285714286,53,Central,Office Supplies,Corporate,3,3,2023,0,0,53,5031.884,3884.28,4390.639999999999,4399.945600000001,3055.1088733333336
2023-03-03,2635.6820000000002,265.15659999999997,0.14285714285714285,57,West,Office Supplies,Consumer,4,3,2023,0,0,57,1976.0700000000002,14654.504,3203.708,2682.9710285714286,3036.1746733333334
2023-03-04,1220.928,228.11239999999998,0.16428571428571428,52,West,Office Supplies,Consumer,5,3,2023,1,0,52,2635.6820000000002,2280.786,3093.246,2531.5627428571433,2973.7640733333337
2023-03-05,2089.924,513.1736,0.3,55,Central,Office Supplies,Consumer,6,3,2023,1,0,55,1220.928,2370.699,3180.82,2491.452028571429,2937.4008733333335
2023-03-06,2785.998,816.7913,0.08571428571428573,35,Central,Office Supplies,Consumer,0,3,2023,0,0,35,2089.924,2408.727,4253.012,2545.3478857142863,2888.5004066666665
2023-03-07,1677.776,34.470200000000006,0.1357142857142857,56,East,Office Supplies,Consumer,1,3,2023,0,0,56,2785.998,2076.9492,1834.7330000000002,2488.323142857143,2883.268506666667
2023-03-08,2512.9735,-17.093900000000005,0.20357142857142857,65,East,Office Supplies,Consumer,2,3,2023,0,0,65,1677.776,5031.884,2657.244,2128.478785714286,2878.45949
2023-03-09,3604.096,853.3358000000001,0.1357142857142857,55,West,Office Supplies,Consumer,3,3,2023,0,0,55,2512.9735,1976.0700000000002,2355.205,2361.053928571429,2920.0891899999997
2023-03-10,2020.972,270.3756,0.08571428571428572,36,East,Office Supplies,Consumer,4,3,2023,0,0,36,3604.096,2635.6820000000002,1159.103,2273.2382142857145,2948.818156666667
2023-03-11,655.04,30.9806,0.33571428571428574,50,Central,Office Supplies,Consumer,5,3,2023,1,0,50,2020.972,1220.928,4033.3520000000003,2192.397071428572,2836.2077566666662
2023-03-12,5674.816,1272.6588000000002,0.1285714285714286,62,East,Office Supplies,Consumer,6,3,2023,1,0,62,655.04,2089.924,2327.292,2704.5245,2947.7918900000004
2023-03-13,3682.4739999999997,-59.7416,0.21428571428571427,67,Central,Office Supplies,Consumer,0,3,2023,0,0,67,5674.816,2785.998,3295.4680000000003,2832.5925,2960.69209
2023-03-14,4256.952,1193.499,0.15,49,South,Office Supplies,Consumer,1,3,2023,0,0,49,3682.4739999999997,1677.776,1898.6779999999999,3201.046214285715,3039.3012233333334
2023-03-15,2932.4500000000003,-139.83700000000002,0.22142857142857145,47,West,Office Supplies,Consumer,2,3,2023,0,0,47,4256.952,2512.9735,3001.519,3260.971428571429,3036.9989233333336
2023-03-16,5939.778,-475.2450999999999,0.17857142857142858,57,West,Office Supplies,Consumer,3,3,2023,0,0,57,2932.4500000000003,3604.096,2483.575,3594.640285714286,3152.2056900000002
2023-03-17,844.852,3.0613999999999986,0.23571428571428574,52,East,Office Supplies,Consumer,4,3,2023,0,0,52,5939.778,2020.972,2055.148,3426.623142857143,3111.86249
2023-03-18,1699.522,47.916199999999996,0.17857142857142858,52,West,Office Supplies,Consumer,5,3,2023,1,0,52,844.852,655.04,2307.444,3575.834857142858,3091.5984233333334
2023-03-19,3108.362,718.4868,0.17142857142857146,56,West,Technology,Consumer,6,3,2023,1,0,56,1699.522,5674.816,2538.95,3209.198571428572,3110.5788233333337
2023-03-20,6628.078,2830.7561,0.1285714285714286,74,East,Office Supplies,Corporate,0,3,2023,0,0,74,3108.362,3682.4739999999997,3353.8740000000003,3629.999142857144,3219.7189566666666
2023-03-21,4436.277,660.1773000000001,0.13571428571428573,54,East,Office Supplies,Consumer,1,3,2023,0,0,54,6628.078,4256.952,1619.616,3655.6170000000006,3313.6076566666666
2023-03-22,2964.549,428.35330000000005,0.2285714285714286,59,Central,Office Supplies,Consumer,2,3,2023,0,0,59,4436.277,2932.4500000000003,1732.67,3660.2025714285714,3354.67029
2023-03-23,3235.924,556.5778,0.1642857142857143,55,West,Office Supplies,Consumer,3,3,2023,0,0,55,2964.549,5939.778,1649.846,3273.9377142857143,3407.539556666667
2023-03-24,4041.618,1031.3246000000001,0.1142857142857143,62,West,Office Supplies,Consumer,4,3,2023,0,0,62,3235.924,844.852,2934.864,3730.6185714285716,3444.431356666667
2023-03-25,6571.973,1925.6107,0.09642857142857143,51,West,Office Supplies,Consumer,5,3,2023,1,0,51,4041.618,1699.522,3884.28,4426.683,3534.0211233333334
2023-03-26,2285.79,238.5352,0.1642857142857143,49,Central,Office Supplies,Consumer,6,3,2023,1,0,49,6571.973,3108.362,14654.504,4309.172714285714,3121.7306566666666
2023-03-27,2591.166,661.3561,0.17142857142857146,41,Central,Office Supplies,Corporate,0,3,2023,0,0,41,2285.79,6628.078,2280.786,3732.4710000000005,3132.0766566666666
2023-03-28,1379.712,324.6201,0.1,68,East,Office Supplies,Consumer,1,3,2023,0,0,68,2591.166,4436.277,2370.699,3295.8188571428577,3099.043756666667
2023-03-29,9311.742,1654.3299000000002,0.17142857142857143,47,Central,Office Supplies,Consumer,2,3,2023,0,0,47,1379.712,2964.549,2408.727,4202.560714285714,3329.1442566666665
2023-03-30,2599.926,334.3489,0.1285714285714286,48,Central,Office Supplies,Consumer,3,3,2023,0,0,48,9311.742,3235.924,2076.9492,4111.7038571428575,3346.576816666667
2023-03-31,1166.0,251.721,0.07142857142857142,45,West,Office Supplies,Consumer,4,3,2023,0,0,45,2599.926,4041.618,5031.884,3700.9012857142866,3217.714016666667
2023-04-01,4172.511,400.10040000000004,0.12142857142857144,58,West,Office Supplies,Consumer,5,4,2023,1,0,58,1166.0,6571.973,1976.0700000000002,3358.121,3290.928716666667
2023-04-02,1433.087,72.4475,0.2571428571428572,47,Central,Office Supplies,Consumer,6,4,2023,1,0,47,4172.511,2285.79,2635.6820000000002,3236.306285714286,3250.8422166666664
2023-04-03,722.256,-282.6546000000001,0.19999999999999998,50,West,Office Supplies,Consumer,0,4,2023,0,0,50,1433.087,2591.166,1220.928,2969.3191428571436,3234.2198166666662
2023-04-04,3799.668,675.0454,0.1285714285714286,43,West,Office Supplies,Consumer,1,4,2023,0,0,43,722.256,1379.712,2089.924,3315.0271428571427,3291.211283333333
2023-04-05,1322.606,366.4105,0.07142857142857142,46,East,Office Supplies,Home Office,2,4,2023,0,0,46,3799.668,9311.742,2785.998,2173.722,3242.4315500000002
2023-04-06,5658.6348,289.30640000000005,0.13,79,West,Office Supplies,Consumer,3,4,2023,0,0,79,1322.606,2599.926,1677.776,2610.6804000000006,3375.1268433333335
2023-04-07,6101.27,2008.4429,0.19285714285714287,55,East,Office Supplies,Consumer,4,4,2023,0,0,55,5658.6348,1166.0,2512.9735,3315.7189714285714,3494.736726666667
