date,sales,profit,discount,quantity,customers,region,category,segment,day_of_week,month,year,is_weekend,is_holiday_season,sales_lag_1,sales_lag_7,sales_lag_30,sales_rolling_7,sales_rolling_30
2022-12-18,10426.47,3196.79,0.0,187,144,West,Technology,Corporate,6,12,2022,1,1,10309.12,14124.92,6432.57,9091.908571428572,8463.451333333334
2022-12-19,7446.39,2517.55,0.0,181,109,South,Office Supplies,Home Office,0,12,2022,0,1,10426.47,6847.33,9898.72,9177.488571428572,8381.707
2022-12-20,7929.81,1939.11,0.15,199,113,West,Furniture,Home Office,1,12,2022,0,1,7446.39,9010.02,8768.74,9023.172857142858,8353.742666666667
2022-12-21,8926.19,1348.5,0.2,200,127,West,Furniture,Corporate,2,12,2022,0,1,7929.81,9178.94,4177.11,8987.065714285714,8512.045333333333
2022-12-22,8821.77,1490.28,0.1,257,126,East,Office Supplies,Home Office,3,12,2022,0,1,8926.19,7242.69,7216.32,9212.648571428572,8565.560333333335
2022-12-23,9954.18,2602.59,0.2,278,142,West,Office Supplies,Consumer,4,12,2022,0,1,8821.77,10628.79,6435.7,9116.275714285714,8682.843
2022-12-24,14413.9,3599.35,0.0,448,204,Central,Office Supplies,Home Office,5,12,2022,1,1,9954.18,10309.12,5102.05,9702.672857142858,8993.238000000001
2022-12-25,9399.74,1508.38,0.0,208,133,East,Office Supplies,Corporate,6,12,2022,1,1,14413.9,10426.47,8425.3,9555.997142857143,9025.719333333334
2022-12-26,5411.76,1753.16,0.0,155,81,West,Technology,Consumer,0,12,2022,0,1,9399.74,7446.39,9056.4,9265.335714285715,8904.231333333333
2022-12-27,8760.17,2944.83,0.0,156,127,South,Technology,Home Office,1,12,2022,0,1,5411.76,7929.81,7922.89,9383.958571428573,8932.140666666668
2022-12-28,9182.1,1656.0,0.1,202,127,South,Office Supplies,Home Office,2,12,2022,0,1,8760.17,8926.19,4454.29,9420.517142857143,9089.734333333332
2022-12-29,7606.27,1509.32,0.05,141,108,East,Technology,Corporate,3,12,2022,0,1,9182.1,8821.77,6986.63,9246.874285714284,9110.389
2022-12-30,10112.94,3264.26,0.1,291,143,Central,Office Supplies,Home Office,4,12,2022,0,1,7606.27,9954.18,6149.4,9269.554285714285,9242.507000000001
2022-12-31,12472.29,3028.51,0.0,305,170,South,Technology,Corporate,5,12,2022,1,1,10112.94,14413.9,8246.89,8992.181428571428,9383.353666666666
2023-01-01,4897.82,1183.05,0.1,144,73,West,Furniture,Corporate,6,1,2023,1,0,12472.29,9399.74,8842.19,8349.05,9251.874666666667
2023-01-02,3565.86,744.06,0.0,74,51,East,Furniture,Corporate,0,1,2023,0,0,4897.82,5411.76,8831.15,8085.349999999999,9076.365
2023-01-03,4388.68,1209.24,0.05,104,59,East,Furniture,Home Office,1,1,2023,0,0,3565.86,8760.17,10925.85,7460.851428571428,8858.459333333332
2023-01-04,4337.93,858.12,0.1,135,67,East,Technology,Home Office,2,1,2023,0,0,4388.68,9182.1,7579.46,6768.827142857143,8750.408333333333
2023-01-05,3891.54,960.49,0.0,78,55,Central,Furniture,Corporate,3,1,2023,0,0,4337.93,7606.27,6693.42,6238.151428571429,8657.012333333334
2023-01-06,4994.85,1364.53,0.05,102,71,Central,Furniture,Corporate,4,1,2023,0,0,3891.54,10112.94,8664.18,5506.995714285715,8534.701333333334
2023-01-07,4860.59,1334.15,0.0,93,67,West,Furniture,Consumer,5,1,2023,1,0,4994.85,12472.29,10196.84,4419.610000000001,8356.826333333334
2023-01-08,6351.12,1882.3,0.1,122,90,Central,Technology,Corporate,6,1,2023,1,0,4860.59,4897.82,9506.64,4627.224285714286,8251.642333333333
2023-01-09,4122.36,739.8,0.0,110,58,East,Office Supplies,Home Office,0,1,2023,0,0,6351.12,3565.86,12055.09,4706.7242857142855,7987.217999999999
2023-01-10,4048.07,849.33,0.1,84,56,West,Office Supplies,Corporate,1,1,2023,0,0,4122.36,4388.68,14124.92,4658.065714285714,7651.323
2023-01-11,4006.5,1012.97,0.05,112,56,East,Furniture,Corporate,2,1,2023,0,0,4048.07,4337.93,6847.33,4610.7185714285715,7556.6286666666665
2023-01-12,4637.61,1222.03,0.15,110,66,East,Furniture,Consumer,3,1,2023,0,0,4006.5,3891.54,9010.02,4717.3,7410.881666666667
2023-01-13,3521.52,976.55,0.0,96,52,South,Furniture,Corporate,4,1,2023,0,0,4637.61,4994.85,9178.94,4506.824285714285,7222.301
2023-01-14,4708.38,806.68,0.15,111,67,West,Technology,Corporate,5,1,2023,1,0,3521.52,4860.59,7242.69,4485.08,7137.824
2023-01-15,6047.48,1483.93,0.0,168,86,South,Furniture,Corporate,6,1,2023,1,0,4708.38,6351.12,10628.79,4441.702857142857,6985.113666666666
2023-01-16,4319.19,1281.58,0.05,88,65,West,Office Supplies,Consumer,0,1,2023,0,0,6047.48,4122.36,10309.12,4469.821428571428,6785.449333333333
2023-01-17,3497.04,956.75,0.15,77,51,Central,Technology,Consumer,1,1,2023,0,0,4319.19,4048.07,10426.47,4391.102857142857,6554.468333333333
2023-01-18,3841.49,1268.76,0.0,104,50,West,Furniture,Home Office,2,1,2023,0,0,3497.04,4006.5,7446.39,4367.53,6434.304999999999
2023-01-19,4115.64,1111.89,0.05,102,60,South,Office Supplies,Corporate,3,1,2023,0,0,3841.49,4637.61,7929.81,4292.962857142857,6307.166
2023-01-20,3838.11,1008.71,0.0,113,57,Central,Technology,Consumer,4,1,2023,0,0,4115.64,3521.52,8926.19,4338.1900000000005,6137.5633333333335
2023-01-21,5281.63,1326.7,0.0,154,73,Central,Office Supplies,Consumer,5,1,2023,1,0,3838.11,4708.38,8821.77,4420.082857142857,6019.558666666666
2023-01-22,6082.97,1742.69,0.05,119,84,South,Furniture,Consumer,6,1,2023,1,0,5281.63,6047.48,9954.18,4425.152857142857,5890.5183333333325
2023-01-23,4437.05,1458.99,0.0,93,63,Central,Technology,Consumer,0,1,2023,0,0,6082.97,4319.19,14413.9,4441.99,5557.956666666667
2023-01-24,4830.72,899.3,0.05,112,67,East,Office Supplies,Home Office,1,1,2023,0,0,4437.05,3497.04,9399.74,4632.515714285714,5405.656000000001
2023-01-25,3920.26,819.52,0.0,102,56,Central,Office Supplies,Consumer,2,1,2023,0,0,4830.72,3841.49,5411.76,4643.768571428572,5355.939333333333
2023-01-26,4764.16,1375.52,0.0,134,66,South,Technology,Home Office,3,1,2023,0,0,3920.26,4115.64,8760.17,4736.414285714286,5222.739
2023-01-27,3223.03,1083.59,0.0,61,49,Central,Technology,Consumer,4,1,2023,0,0,4764.16,3838.11,9182.1,4648.545714285714,5024.1033333333335
2023-01-28,6277.29,1102.94,0.2,102,82,West,Office Supplies,Consumer,5,1,2023,1,0,3223.03,5281.63,7606.27,4790.782857142857,4979.804
2023-01-29,6493.04,1376.64,0.0,115,92,Central,Furniture,Home Office,6,1,2023,1,0,6277.29,6082.97,10112.94,4849.364285714286,4859.140666666667
2023-01-30,4394.89,1274.89,0.15,110,61,South,Furniture,Home Office,0,1,2023,0,0,6493.04,4437.05,12472.29,4843.341428571429,4589.894
2023-01-31,3918.9,1257.77,0.15,109,52,South,Technology,Consumer,1,1,2023,0,0,4394.89,4830.72,4897.82,4713.081428571429,4557.263333333333
2023-02-01,4458.57,1307.46,0.05,101,64,South,Furniture,Corporate,2,2,2023,0,0,3918.9,3920.26,3565.86,4789.982857142857,4587.020333333333
2023-02-02,5451.63,1107.04,0.0,176,82,South,Furniture,Consumer,3,2,2023,0,0,4458.57,4764.16,4388.68,4888.192857142857,4622.452
2023-02-03,6361.46,1114.51,0.1,172,87,East,Office Supplies,Home Office,4,2,2023,0,0,5451.63,3223.03,4337.93,5336.54,4689.903
2023-02-04,7742.47,2522.84,0.05,216,113,Central,Technology,Home Office,5,2,2023,1,0,6361.46,6277.29,3891.54,5545.851428571428,4818.267333333333
2023-02-05,6915.03,1233.88,0.0,124,101,West,Technology,Consumer,6,2,2023,1,0,7742.47,6493.04,4994.85,5606.135714285714,4882.273333333333
2023-02-06,4929.67,1631.39,0.05,138,72,East,Office Supplies,Home Office,0,2,2023,0,0,6915.03,4394.89,4860.59,5682.532857142856,4884.576
2023-02-07,6012.77,852.14,0.15,119,75,Central,Furniture,Corporate,1,2,2023,0,0,4929.67,3918.9,6351.12,5981.657142857142,4873.297666666666
2023-02-08,4260.21,1021.77,0.15,112,59,East,Furniture,Consumer,2,2,2023,0,0,6012.77,4458.57,4122.36,5953.32,4877.8926666666675
2023-02-09,6349.81,1968.45,0.0,185,90,Central,Furniture,Home Office,3,2,2023,0,0,4260.21,5451.63,4048.07,6081.631428571428,4954.617333333334
2023-02-10,6398.55,1296.63,0.1,172,92,West,Furniture,Consumer,4,2,2023,0,0,6349.81,6361.46,4006.5,6086.93,5034.352333333333
2023-02-11,6735.93,2079.06,0.05,178,98,Central,Furniture,Corporate,5,2,2023,1,0,6398.55,7742.47,4637.61,5943.138571428572,5104.296333333333
2023-02-12,6728.05,1534.91,0.0,130,94,East,Furniture,Consumer,6,2,2023,1,0,6735.93,6915.03,3521.52,5916.427142857144,5211.180666666667
2023-02-13,4638.27,878.74,0.1,141,68,East,Technology,Corporate,0,2,2023,0,0,6728.05,4929.67,4708.38,5874.798571428572,5208.843666666667
2023-02-14,6364.4,1430.62,0.0,134,88,South,Office Supplies,Consumer,1,2,2023,0,0,4638.27,6012.77,6047.48,5925.0314285714285,5219.407666666667
2023-02-15,5669.9,1653.92,0.1,109,83,East,Office Supplies,Corporate,2,2,2023,0,0,6364.4,4260.21,4319.19,6126.415714285715,5264.431333333333
2023-02-16,5215.86,1353.81,0.0,158,73,South,Technology,Consumer,3,2,2023,0,0,5669.9,6349.81,3497.04,5964.422857142858,5321.725333333334
2023-02-17,6954.4,1596.19,0.0,165,102,Central,Furniture,Corporate,4,2,2023,0,0,5215.86,6398.55,3841.49,6043.83,5425.4890000000005
2023-02-18,8835.83,2480.72,0.05,230,126,West,Furniture,Home Office,5,2,2023,1,0,6954.4,6735.93,4115.64,6343.815714285714,5582.828666666666
2023-02-19,7265.37,1946.11,0.05,134,104,Central,Technology,Corporate,6,2,2023,1,0,8835.83,6728.05,3838.11,6420.575714285714,5697.070666666667
2023-02-20,5499.12,1287.53,0.05,127,81,South,Technology,Consumer,0,2,2023,0,0,7265.37,4638.27,5281.63,6543.5542857142855,5704.320333333334
2023-02-21,4210.28,730.12,0.0,72,60,East,Technology,Consumer,1,2,2023,0,0,5499.12,6364.4,6082.97,6235.822857142856,5641.897333333333
2023-02-22,5115.58,1390.01,0.1,130,73,South,Office Supplies,Consumer,2,2,2023,0,0,4210.28,5669.9,4437.05,6156.634285714285,5664.514999999999
2023-02-23,5645.67,1013.62,0.15,139,80,East,Office Supplies,Corporate,3,2,2023,0,0,5115.58,5215.86,4830.72,6218.035714285713,5691.679999999999
2023-02-24,6735.81,1021.58,0.0,202,93,West,Technology,Home Office,4,2,2023,0,0,5645.67,6954.4,3920.26,6186.808571428572,5785.531666666667
2023-02-25,7673.59,1778.24,0.05,221,110,Central,Office Supplies,Home Office,5,2,2023,1,0,6735.81,8835.83,4764.16,6020.774285714286,5882.5126666666665
2023-02-26,6225.6,1181.96,0.0,174,91,Central,Furniture,Home Office,6,2,2023,1,0,7673.59,7265.37,3223.03,5872.235714285714,5982.598333333333
2023-02-27,4697.24,1560.58,0.0,80,66,Central,Office Supplies,Corporate,0,2,2023,0,0,6225.6,5499.12,6277.29,5757.681428571429,5929.929999999999
2023-02-28,5700.25,1939.78,0.0,159,85,West,Technology,Corporate,1,2,2023,0,0,4697.24,4210.28,6493.04,5970.534285714287,5903.5036666666665
2023-03-01,5187.2,1130.89,0.1,97,66,West,Office Supplies,Home Office,2,3,2023,0,0,5700.25,5115.58,4394.89,5980.765714285714,5929.914000000001
2023-03-02,5372.7,1795.3,0.0,102,81,West,Furniture,Consumer,3,3,2023,0,0,5187.2,5645.67,3918.9,5941.7699999999995,5978.374
2023-03-03,6982.2,1014.0,0.15,207,98,Central,Office Supplies,Corporate,4,3,2023,0,0,5372.7,6735.81,4458.57,5976.9685714285715,6062.495
2023-03-04,6205.78,1443.13,0.05,171,90,South,Furniture,Consumer,5,3,2023,1,0,6982.2,7673.59,5451.63,5767.2814285714285,6087.633333333333
2023-03-05,7045.68,1805.67,0.1,176,104,East,Technology,Home Office,6,3,2023,1,0,6205.78,6225.6,6361.46,5884.435714285713,6110.440666666666
2023-03-06,4750.4,1438.84,0.0,138,65,West,Technology,Corporate,0,3,2023,0,0,7045.68,4697.24,7742.47,5892.03,6010.705
2023-03-07,5758.03,1725.23,0.05,106,81,South,Office Supplies,Corporate,1,3,2023,0,0,4750.4,5700.25,6915.03,5900.284285714285,5972.138333333333
2023-03-08,5379.2,1118.0,0.0,145,77,South,Furniture,Corporate,2,3,2023,0,0,5758.03,5187.2,4929.67,5927.712857142857,5987.122666666666
2023-03-09,3932.93,1119.98,0.15,88,57,Central,Technology,Home Office,3,3,2023,0,0,5379.2,5372.7,6012.77,5722.031428571428,5917.794666666667
2023-03-10,6263.07,2065.36,0.05,139,90,East,Office Supplies,Consumer,4,3,2023,0,0,3932.93,6982.2,4260.21,5619.2985714285705,5984.556666666666
2023-03-11,6999.97,2173.71,0.1,177,103,South,Furniture,Home Office,5,3,2023,1,0,6263.07,6205.78,6349.81,5732.754285714285,6006.228666666666
2023-03-12,7237.34,1638.63,0.05,154,103,South,Technology,Home Office,6,3,2023,1,0,6999.97,7045.68,6398.55,5760.134285714286,6034.1883333333335
2023-03-13,3194.38,757.55,0.15,85,44,South,Technology,Corporate,0,3,2023,0,0,7237.34,4750.4,6735.93,5537.845714285714,5916.136666666667
2023-03-14,5131.9,998.01,0.0,115,74,East,Technology,Home Office,1,3,2023,0,0,3194.38,5758.03,6728.05,5448.398571428572,5862.931666666666
2023-03-15,4435.52,1090.85,0.2,86,61,East,Office Supplies,Home Office,2,3,2023,0,0,5131.9,5379.2,4638.27,5313.587142857143,5856.173333333334
2023-03-16,5659.23,1659.29,0.05,152,81,East,Technology,Corporate,3,3,2023,0,0,4435.52,3932.93,6364.4,5560.2014285714295,5832.667666666666
2023-03-17,7161.75,1208.56,0.05,184,101,East,Office Supplies,Consumer,4,3,2023,0,0,5659.23,6263.07,5669.9,5688.584285714286,5882.396
2023-03-18,6651.52,1519.02,0.0,175,93,East,Furniture,Home Office,5,3,2023,1,0,7161.75,6999.97,5215.86,5638.805714285714,5930.251333333334
2023-03-19,7937.17,1746.52,0.1,240,117,East,Office Supplies,Home Office,6,3,2023,1,0,6651.52,7237.34,6954.4,5738.7814285714285,5963.010333333334
2023-03-20,4165.09,1017.43,0.1,75,62,East,Office Supplies,Consumer,0,3,2023,0,0,7937.17,3194.38,8835.83,5877.454285714285,5807.3189999999995
2023-03-21,5161.22,1322.9,0.0,98,74,East,Furniture,Home Office,1,3,2023,0,0,4165.09,5131.9,7265.37,5881.642857142857,5737.180666666666
2023-03-22,4822.82,1473.75,0.15,107,68,South,Technology,Corporate,2,3,2023,0,0,5161.22,4435.52,5499.12,5936.971428571428,5714.637333333333
2023-03-23,4480.83,1073.98,0.15,122,63,East,Office Supplies,Corporate,3,3,2023,0,0,4822.82,5659.23,4210.28,5768.628571428571,5723.655666666667
2023-03-24,7332.19,1727.69,0.2,168,103,East,Furniture,Home Office,4,3,2023,0,0,4480.83,7161.75,5115.58,5792.977142857143,5797.542666666666
2023-03-25,7617.18,1627.42,0.1,193,107,South,Furniture,Corporate,5,3,2023,1,0,7332.19,6651.52,5645.67,5930.928571428572,5863.259666666667
2023-03-26,8008.1,2359.03,0.15,178,113,East,Furniture,Corporate,6,3,2023,1,0,7617.18,7937.17,6735.81,5941.061428571428,5905.669333333333
2023-03-27,4970.16,1259.47,0.1,94,75,East,Office Supplies,Corporate,0,3,2023,0,0,8008.1,4165.09,7673.59,6056.071428571428,5815.554999999999
2023-03-28,5406.85,1407.89,0.1,108,81,East,Furniture,Home Office,1,3,2023,0,0,4970.16,5161.22,6225.6,6091.1614285714295,5788.263333333333
2023-03-29,4564.51,920.42,0.0,109,69,Central,Furniture,Consumer,2,3,2023,0,0,5406.85,4822.82,4697.24,6054.260000000001,5783.839000000001
2023-03-30,5863.26,1009.83,0.1,149,84,West,Office Supplies,Consumer,3,3,2023,0,0,4564.51,4480.83,5700.25,6251.75,5789.272666666667
2023-03-31,5812.79,1569.19,0.0,155,87,West,Technology,Corporate,4,3,2023,0,0,5863.26,7332.19,5187.2,6034.692857142857,5810.125666666666
2023-04-01,7525.08,2176.49,0.0,152,110,South,Furniture,Corporate,5,4,2023,1,0,5812.79,7617.18,5372.7,6021.535714285715,5881.871666666668
2023-04-02,8025.35,2008.22,0.05,185,114,Central,Technology,Home Office,6,4,2023,1,0,7525.08,8008.1,6982.2,6024.0,5916.6433333333325
2023-04-03,4009.04,1158.32,0.0,88,60,East,Furniture,Home Office,0,4,2023,0,0,8025.35,4970.16,6205.78,5886.697142857142,5843.4186666666665
2023-04-04,5920.97,1699.68,0.1,161,80,West,Technology,Consumer,1,4,2023,0,0,4009.04,5406.85,7045.68,5960.142857142857,5805.928333333333
2023-04-05,4963.11,981.36,0.05,102,72,East,Office Supplies,Home Office,2,4,2023,0,0,5920.97,4564.51,4750.4,6017.085714285715,5813.018666666668
2023-04-06,5667.64,1269.59,0.1,172,84,West,Furniture,Home Office,3,4,2023,0,0,4963.11,5863.26,5758.03,5989.14,5810.005666666667
2023-04-07,6719.32,1070.82,0.05,139,96,South,Furniture,Home Office,4,4,2023,0,0,5667.64,5812.79,5379.2,6118.644285714286,5854.676333333334
2023-04-08,9756.79,3339.08,0.0,203,135,Central,Furniture,Consumer,5,4,2023,1,0,6719.32,7525.08,3932.93,6437.46,6048.805000000001
2023-04-09,7846.86,1464.09,0.1,175,116,West,Furniture,Corporate,6,4,2023,1,0,9756.79,8025.35,6263.07,6411.961428571429,6101.598
2023-04-10,4992.32,1259.7,0.0,108,72,West,Furniture,Home Office,0,4,2023,0,0,7846.86,4009.04,6999.97,6552.43,6034.676333333334
2023-04-11,6020.88,2043.68,0.05,155,87,Central,Furniture,Home Office,1,4,2023,0,0,4992.32,5920.97,7237.34,6566.702857142857,5994.127666666667
2023-04-12,4854.57,1532.05,0.05,124,70,Central,Technology,Corporate,2,4,2023,0,0,6020.88,4963.11,3194.38,6551.197142857142,6049.467333333333
2023-04-13,5639.28,1757.21,0.2,104,74,South,Technology,Consumer,3,4,2023,0,0,4854.57,5667.64,5131.9,6547.145714285713,6066.38
2023-04-14,7030.96,2058.83,0.15,170,100,Central,Furniture,Corporate,4,4,2023,0,0,5639.28,6719.32,4435.52,6591.665714285715,6152.894666666666
2023-04-15,8076.94,2269.4,0.05,155,114,Central,Office Supplies,Consumer,5,4,2023,1,0,7030.96,9756.79,5659.23,6351.687142857142,6233.485000000001
2023-04-16,7660.49,1649.36,0.15,208,107,South,Technology,Corporate,6,4,2023,1,0,8076.94,7846.86,7161.75,6325.062857142856,6250.109666666667
2023-04-17,4099.54,1176.89,0.0,139,65,East,Furniture,Home Office,0,4,2023,0,0,7660.49,4992.32,6651.52,6197.522857142857,6165.0436666666665
2023-04-18,5966.17,1380.98,0.2,172,86,South,Technology,Corporate,1,4,2023,0,0,4099.54,6020.88,7937.17,6189.707142857143,6099.343666666667
2023-04-19,5558.53,875.06,0.1,166,82,Central,Furniture,Corporate,2,4,2023,0,0,5966.17,4854.57,4165.09,6290.272857142858,6145.791666666667
2023-04-20,5174.86,1308.04,0.15,105,74,Central,Technology,Corporate,3,4,2023,0,0,5558.53,5639.28,5161.22,6223.927142857144,6146.2463333333335
2023-04-21,6542.59,1399.03,0.1,219,101,Central,Furniture,Consumer,4,4,2023,0,0,5174.86,7030.96,4822.82,6154.159999999999,6203.572
2023-04-22,7830.06,2438.99,0.05,247,114,West,Technology,Home Office,5,4,2023,1,0,6542.59,8076.94,4480.83,6118.891428571428,6315.213000000001
2023-04-23,5764.71,1126.25,0.15,145,78,West,Furniture,Corporate,6,4,2023,1,0,7830.06,7660.49,7332.19,5848.065714285715,6262.9636666666665
2023-04-24,4786.86,878.38,0.0,92,63,East,Furniture,Consumer,0,4,2023,0,0,5764.71,4099.54,7617.18,5946.254285714285,6168.6196666666665
2023-04-25,4326.41,908.01,0.0,119,60,West,Technology,Home Office,1,4,2023,0,0,4786.86,5966.17,8008.1,5712.0028571428575,6045.896666666667
2023-04-26,4516.3,747.99,0.2,90,60,South,Furniture,Corporate,2,4,2023,0,0,4326.41,5558.53,4970.16,5563.112857142856,6030.768
2023-04-27,6018.55,1486.03,0.0,113,84,Central,Furniture,Corporate,3,4,2023,0,0,4516.3,5174.86,5406.85,5683.639999999999,6051.157999999999
2023-04-28,6253.17,1090.21,0.05,160,90,Central,Technology,Home Office,4,4,2023,0,0,6018.55,6542.59,4564.51,5642.294285714285,6107.446666666667
2023-04-29,7554.82,1127.87,0.15,158,105,South,Technology,Consumer,5,4,2023,1,0,6253.17,7830.06,5863.26,5602.9742857142855,6163.832
2023-04-30,7138.21,1817.08,0.2,171,98,West,Furniture,Home Office,6,4,2023,1,0,7554.82,5764.71,5812.79,5799.188571428572,6208.0126666666665
2023-05-01,5630.52,1168.17,0.15,175,80,Central,Office Supplies,Corporate,0,5,2023,0,0,7138.21,4786.86,7525.08,5919.711428571428,6144.860666666666
2023-05-02,6837.24,1829.21,0.1,168,96,East,Furniture,Corporate,1,5,2023,0,0,5630.52,4326.41,8025.35,6278.401428571429,6105.2570000000005
2023-05-03,5705.75,1839.49,0.05,127,79,East,Office Supplies,Consumer,2,5,2023,0,0,6837.24,4516.3,4009.04,6448.322857142857,6161.814
2023-05-04,5635.76,1532.79,0.05,135,76,South,Furniture,Consumer,3,5,2023,0,0,5705.75,6018.55,5920.97,6393.638571428572,6152.307
2023-05-05,5868.98,993.8,0.15,114,86,Central,Furniture,Consumer,4,5,2023,0,0,5635.76,6253.17,4963.11,6338.754285714285,6182.502666666666
2023-05-06,8436.47,2153.07,0.05,214,119,West,Office Supplies,Corporate,5,5,2023,1,0,5868.98,7554.82,5667.64,6464.704285714286,6274.7970000000005
2023-05-07,8782.07,2295.26,0.0,192,123,Central,Office Supplies,Home Office,6,5,2023,1,0,8436.47,7138.21,6719.32,6699.541428571429,6343.555333333334
2023-05-08,6394.73,1668.77,0.1,175,98,West,Technology,Consumer,0,5,2023,0,0,8782.07,5630.52,9756.79,6808.714285714285,6231.486666666666
2023-05-09,6369.24,1367.72,0.05,125,93,East,Technology,Corporate,1,5,2023,0,0,6394.73,6837.24,7846.86,6741.857142857143,6182.232666666667
2023-05-10,5943.31,876.67,0.05,168,85,South,Office Supplies,Consumer,2,5,2023,0,0,6369.24,5705.75,4992.32,6775.794285714285,6213.932333333333
2023-05-11,5455.55,1861.24,0.05,120,74,South,Technology,Consumer,3,5,2023,0,0,5943.31,5635.76,6020.88,6750.050000000001,6195.088
2023-05-12,6414.58,969.47,0.1,181,97,East,Furniture,Home Office,4,5,2023,0,0,5455.55,5868.98,4854.57,6827.992857142856,6247.088333333334
2023-05-13,7707.03,1209.87,0.0,190,112,East,Office Supplies,Consumer,5,5,2023,1,0,6414.58,8436.47,5639.28,6723.7871428571425,6316.013333333334
2023-05-14,7426.29,1429.99,0.05,129,106,Central,Office Supplies,Consumer,6,5,2023,1,0,7707.03,8782.07,7030.96,6530.104285714285,6329.191
2023-05-15,5095.23,1151.27,0.0,103,70,South,Technology,Corporate,0,5,2023,0,0,7426.29,6394.73,8076.94,6344.461428571429,6229.800666666666
2023-05-16,5565.42,1454.2,0.0,142,77,East,Office Supplies,Home Office,1,5,2023,0,0,5095.23,6369.24,7660.49,6229.63,6159.965
2023-05-17,5371.83,1205.5,0.1,118,78,South,Office Supplies,Consumer,2,5,2023,0,0,5565.42,5943.31,4099.54,6147.99,6202.374666666667
2023-05-18,5041.69,1286.72,0.2,83,68,Central,Furniture,Home Office,3,5,2023,0,0,5371.83,5455.55,5966.17,6088.867142857142,6171.558666666667
2023-05-19,7862.71,2468.69,0.15,174,115,Central,Technology,Corporate,4,5,2023,0,0,5041.69,6414.58,5558.53,6295.742857142856,6248.364666666666
2023-05-20,7483.56,1838.52,0.1,178,108,South,Furniture,Corporate,5,5,2023,1,0,7862.71,7707.03,5174.86,6263.818571428572,6325.321333333332
2023-05-21,7105.58,2273.12,0.0,139,104,West,Technology,Consumer,6,5,2023,1,0,7483.56,7426.29,6542.59,6218.0028571428575,6344.087666666667
2023-05-22,5347.89,976.3,0.0,94,75,South,Furniture,Home Office,0,5,2023,0,0,7105.58,5095.23,7830.06,6254.097142857143,6261.348666666667
2023-05-23,5484.43,1339.25,0.0,134,79,West,Office Supplies,Corporate,1,5,2023,0,0,5347.89,5565.42,5764.71,6242.527142857143,6252.005999999999
2023-05-24,4653.23,804.82,0.0,95,69,Central,Office Supplies,Home Office,2,5,2023,0,0,5484.43,5371.83,4786.86,6139.87,6247.551666666666
2023-05-25,6261.11,1910.67,0.1,129,89,West,Furniture,Home Office,3,5,2023,0,0,4653.23,5041.69,4326.41,6314.072857142857,6312.041666666667
2023-05-26,6135.61,1970.4,0.1,141,86,East,Office Supplies,Consumer,4,5,2023,0,0,6261.11,7862.71,4516.3,6067.344285714286,6366.018666666667
2023-05-27,7359.37,2107.95,0.0,178,106,West,Technology,Corporate,5,5,2023,1,0,6135.61,7483.56,6018.55,6049.602857142857,6410.712666666667
2023-05-28,6477.8,1679.95,0.0,133,98,East,Furniture,Home Office,6,5,2023,1,0,7359.37,7105.58,6253.17,5959.919999999999,6418.200333333333
2023-05-29,5010.87,1180.22,0.15,91,70,South,Furniture,Corporate,0,5,2023,0,0,6477.8,5347.89,7554.82,5911.774285714286,6333.402
2023-05-30,5984.06,1831.11,0.0,109,85,West,Office Supplies,Consumer,1,5,2023,0,0,5010.87,5484.43,7138.21,5983.15,6294.930333333334
2023-05-31,4860.9,794.5,0.0,150,69,South,Technology,Consumer,2,5,2023,0,0,5984.06,4653.23,5630.52,6012.817142857143,6269.276333333333
2023-06-01,6138.55,1992.71,0.0,189,92,East,Furniture,Home Office,3,6,2023,0,0,4860.9,6261.11,6837.24,5995.308571428572,6245.986666666666
2023-06-02,5408.36,803.35,0.1,126,78,West,Office Supplies,Home Office,4,6,2023,0,0,6138.55,6135.61,5705.75,5891.415714285715,6236.073666666666
2023-06-03,7797.37,1858.88,0.2,154,109,East,Furniture,Corporate,5,6,2023,1,0,5408.36,7359.37,5635.76,5953.987142857142,6308.127333333334
2023-06-04,8790.57,1886.98,0.05,250,124,South,Technology,Home Office,6,6,2023,1,0,7797.37,6477.8,5868.98,6284.382857142858,6405.513666666667
2023-06-05,5052.46,1035.97,0.15,94,70,East,Technology,Home Office,0,6,2023,0,0,8790.57,5010.87,8436.47,6290.324285714285,6292.713333333333
2023-06-06,5192.12,1089.84,0.15,140,70,East,Furniture,Consumer,1,6,2023,0,0,5052.46,5984.06,8782.07,6177.1900000000005,6173.048333333333
2023-06-07,5209.8,1670.0,0.1,121,75,West,Technology,Corporate,2,6,2023,0,0,5192.12,4860.9,6394.73,6227.032857142856,6133.550666666667
2023-06-08,6362.73,1877.32,0.15,145,95,Central,Furniture,Home Office,3,6,2023,0,0,5209.8,6138.55,6369.24,6259.058571428571,6133.333666666666
2023-06-09,7176.02,1585.42,0.0,189,102,South,Furniture,Corporate,4,6,2023,0,0,6362.73,5408.36,5943.31,6511.581428571429,6174.424
2023-06-10,8182.73,1645.28,0.0,213,118,East,Furniture,Consumer,5,6,2023,1,0,7176.02,7797.37,5455.55,6566.632857142858,6265.33
2023-06-11,9995.73,2075.13,0.0,218,148,South,Furniture,Corporate,6,6,2023,1,0,8182.73,8790.57,6414.58,6738.7985714285705,6384.701666666666
